,,,,,Condition - total worm pixels,Condition - worm size,Condition - raw worm count,Condition - manually added worms,Condition - final worm pixels,EtOH - total worm pixels,EtOH - worm size,EtOH - raw worm count,EtOH - manually added worms,EtOH - final worm pixels
N2 IA -4 1st,21504,384,56,1,21888,15048,418,36,1,15466
