,Condition - total worm pixels,Condition - worm size,Condition - raw worm count,Condition - manually added worms,Condition - final worm pixels,EtOH - total worm pixels,EtOH - worm size,EtOH - raw worm count,EtOH - manually added worms,EtOH - final worm pixels
AZ-247 IA -2 3rd,64084,433,148,27,75775,7200,450,16,0,7200
